STATIONS_ID;MESS_DATUM;QN_3;  FX;  FM;QN_4; RSK;RSKF; SDK;SHK_TAG;  NM; VPM;  PM; TMK; UPM; TXK; TNK; TGK;eor
       5792;20191117;    1;  21.3;   8.5;    1;  16.1;   7;    0.000;  65;   7.5;   3.5;  695.85;   -6.6;   93.83;   -4.8;  -10.0;-999;eor
       5792;20191118;    1;  19.3;  10.0;    1;   0.1;   7;    7.133;  85;   3.7;   2.3;  698.15;  -10.7;   84.17;   -8.1;  -12.3;-999;eor
       5792;20191119;    1;  18.2;   8.8;    1;   0.0;   4;    6.500;  80;   4.6;   3.4;  703.67;   -6.6;   90.75;   -4.7;   -8.3;-999;eor
       5792;20191120;    1;  14.4;   4.7;    1;   0.0;   4;    8.517;  80;   5.4;   3.3;  703.44;   -4.6;   75.63;   -1.9;   -6.0;-999;eor
       5792;20191121;    1;  17.2;   8.8;    1;   0.0;   0;    6.317;  75;   5.3;   2.9;  700.31;   -6.6;   77.21;   -5.2;   -8.1;-999;eor
       5792;20191122;    1;  26.5;  11.9;    1;   0.0;   4;    1.250;  65;   5.1;   2.7;  699.70;   -6.9;   75.88;   -4.6;   -8.2;-999;eor
       5792;20191123;    1;  38.1;  17.3;    1;   0.0;   4;    3.900;  65;   7.3;   3.6;  696.96;   -5.2;   85.79;   -3.8;   -7.5;-999;eor
       5792;20191124;    1;  20.2;   9.7;    1;   0.0;   0;    0.383;  65;   7.3;   4.1;  701.68;   -3.2;   85.75;   -1.8;   -4.4;-999;eor
       5792;20191125;    1;  10.2;   4.5;    1;   0.0;   7;    8.650;  60;   6.0;   3.9;  704.05;   -1.3;   71.25;    4.8;   -4.4;-999;eor
       5792;20191126;    1;  18.8;   6.1;    1;   0.0;   7;    3.667;  60;   7.3;   3.8;  702.24;   -3.7;   81.96;   -0.1;   -4.7;-999;eor
       5792;20191127;    1;  22.3;   9.0;    1;   0.5;   7;    0.017;  58;   7.0;   3.7;  696.96;   -3.4;   80.25;    1.4;   -7.8;-999;eor
       5792;20191128;    1;  27.8;   9.1;    1;  10.8;   7;    1.633;  58;   7.5;   2.9;  695.44;   -7.5;   85.00;   -5.8;   -9.6;-999;eor
       5792;20191129;    1;  27.5;   8.3;    1;  25.4;   7;    0.000;  65;   7.7;   3.0;  698.97;   -9.0;   95.71;   -8.1;  -10.9;-999;eor
       5792;20191130;    1;  16.3;   7.3;    1;   0.2;   7;    5.517;  85;   4.8;   1.7;  704.62;  -10.9;   66.58;   -6.3;  -13.2;-999;eor
       5792;20191201;    1;  23.7;  10.4;    1;   1.6;   7;    0.000;  75;   7.5;   2.5;  703.85;   -6.1;   65.42;   -4.2;   -7.5;-999;eor
       5792;20191202;    1;  13.8;   4.3;    1;   2.3;   7;    0.000;  73;   7.6;   2.4;  704.90;  -10.7;   86.33;   -6.6;  -14.8;-999;eor
       5792;20191203;    1;   9.7;   3.6;    1;   0.0;   4;    8.683;  73;   2.0;   0.9;  708.89;   -8.0;   24.96;   -1.5;  -13.7;-999;eor
       5792;20191204;    1;  11.8;   4.7;    1;   0.0;   0;    8.633;  72;   0.9;   1.9;  710.50;   -0.4;   31.25;    2.0;   -2.7;-999;eor
       5792;20191205;    1;  10.1;   4.9;    1;   0.0;   4;    8.583;  72;   0.2;   1.0;  711.63;   -0.3;   16.50;    4.5;   -3.2;-999;eor
       5792;20191206;    1;  21.4;   8.3;    1;   1.2;   7;    8.450;  65;   1.2;   1.4;  708.77;   -4.5;   32.25;   -2.3;   -7.2;-999;eor
